Index,Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point
259,Brooklyn,Prospect Heights,Vanderbilt Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,78,4013,
260,Queens,Elmhurst,St. James Compost,"86-02 Broadway, Elmhurst, NY 11373",Volunteers at St. James Compost,Year Round,Every day (Start Time: 9:00 AM - End Time:  6:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/stjamescompost/,404,25,,,,40.73833,-73.87775,110,4147,POINT (-73.87775 40.73833)
261,Brooklyn,East New York-New Lots,East New York Farms: 400 Montauk Ave Block Association Garden,"392 Montauk Ave., Brooklyn, NY 11208",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,,,,40.66845,-73.87674,75,4206,POINT (-73.87674 40.66845)
262,Brooklyn,Bushwick (East),NE Corner of Knickerbocker Avenue & Linden Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4100,
263,Brooklyn,Windsor Terrace-South Slope,Prospect Farm,"1194 Prospect Ave, Brooklyn, NY 11218",Prospect Farm,Year Round,Wednesdays and Saturdays (Start Time: Wednesdays at 5 PM; Saturdays at 11:00:00 AM - End Time:  Wednesdays at 6 PM; Saturdays at 12:00:00 PM),"Not accepted: meat, bones, or dairy",https://prospectfarm.org/composting/,307,39,,,,40.654139,-73.976444,72,4045,POINT (-73.976444 40.654139)
264,Manhattan,Harlem (North),NW Corner of W 141 Street & Fredrick Douglas Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,32,3900,
265,Bronx,Bedford Park,*CLOSED FOR THE SEASON* James Baldwin Outdoor Learning Center,"100 W Mosholu Pkwy S, The Bronx, NY 10468",Volunteers at James Baldwin Outdoor Learning Center,Spring - Fall,Saturdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Site entrance is on the Goulden Ave side of campus. Not accepted: meat, bones, or dairy",https://www.jamesbaldwinoutdoorlearningcenter.org/,207,11,,,,40.88207,-73.88825,52,4238,POINT (-73.88825 40.88207)
266,Brooklyn,Bedford-Stuyvesant (East),SE Corner of Lewis Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,3942,
267,Brooklyn,Bushwick (East),SE Corner of Bushwick Avenue & Chauncey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4089,
268,Brooklyn,Crown Heights (North),NW Corner of Albany Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,3957,
269,Manhattan,Upper West Side-Lincoln Square,Tucker Square Thursday Greenmarket,66th St and Columbus Ave.,GrowNYC,Year Round,Thursdays (Start Time: 8:00 AM - End Time:  11:00 AM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,107,6,149,,,40.773404,-73.981848,20,3868,POINT (-73.981848 40.773404)
270,Bronx,Norwood,NE Corner of E Mosholu parkway North & Van Cortlandt Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,,,,,,52,4243,
271,Staten Island,Tompkinsville-Stapleton-Clifton-Fox Hills,Staten Island Urban Center,208 Bay Street,Staten Island Urban Center,Year Round,Saturdays (Start Time: 11:00 AM - End Time:  1:30 PM),"Not accepted: meat, bones, or dairy",www.siurbancenter.org,501,49,21,5004980066,5013259,40.6369271,-74.0767091,120,4312,POINT (-74.0767091 40.6369271)
272,Brooklyn,Bushwick (West),NE Corner of St . Nicholas Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4074,
273,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Nostrand Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,4001,
274,Brooklyn,Bay Ridge,Bay Ridge,3rd Ave & 95th Street,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,310,47,,,,40.6174,-74.033703,68,4280,POINT (-74.033703 40.6174)
275,Manhattan,Hamilton Heights-Sugar Hill,145th St Food Scrap Drop-off,145th St & Edgecombe Ave,GrowNYC,Year Round,Thursdays (Start Time: 7:30 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,110,9,,,,40.823692,-73.943764,30,3885,POINT (-73.943764 40.823692)
276,Bronx,Mount Hope,SW Corner of Mount Hope Place & Walton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,,,,,,46,4221,
277,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Gowanus Salt Lot,"2 2nd Ave, Brooklyn, NY 11215",NYC Compost Project Hosted by Big Reuse,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://www.bigreuse.org/service/compost/,306,39,,,,40.67541,-73.99128,78,4016,POINT (-73.99128 40.67541)
278,Brooklyn,Bensonhurst,Bay Parkway at 86th Street,Near NE corner of Bay Parkway and 86th Street (Off Bay Parkway D Subways station between 85th and 86th Streets),NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,43,,,,40.60221,-73.9938325,62,4048,POINT (-73.9938325 40.60221)
279,Brooklyn,Greenpoint,North Brooklyn Compost,"Russell Street &, Nassau Ave, Brooklyn, NY 11222",North Brooklyn Compost,Year Round,Sundays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/nbkcompost/?hl=en,301,33,,,,40.724493,-73.94375,94,4111,POINT (-73.94375 40.724493)
280,Brooklyn,Crown Heights (North),NE Corner of Kingston Avenue & Eastern Parkway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,3974,
281,Brooklyn,Crown Heights (North),NW Corner of Ralph Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,41,,,,,,77,3952,
282,Bronx,Fordham Heights,SE Corner of Field Place & Morris Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,,,,,,46,4216,
283,Brooklyn,Bedford-Stuyvesant (West),NE Corner of Bedford Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,3996,
284,Queens,Astoria (Central),SE Corner of 31 Ave and 35 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4179,
285,Queens,Ridgewood,NW Corner of St . Nicholas Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,405,34,,,,,,104,4106,
286,Bronx,Tremont,SW Corner of E 179 Street & Clinton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,4228,
287,Bronx,Westchester Square,NE Corner of Glebe Avenue & Zerega Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,18,,,,,,45,4253,
288,Brooklyn,Bushwick (East),*CLOSED FOR THE SEASON* Bushwick Grows! Community Garden,"1474 Gates Ave, Brooklyn, NY 11237",Volunteers at Bushwick Grows!,"Seasonal, May-November 28",Saturdays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",riseboro.org,304,37,,,,40.697523,-73.913913,83,4079,POINT (-73.913913 40.697523)
289,Brooklyn,Bushwick (West),NW Corner of Knickerbocker Avenue & Suydam Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,4068,
290,Queens,Queensbridge-Ravenswood-Dutch Kills,SW Corner of 24th St & 34th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,,,,,,114,4164,
291,Bronx,Concourse-Concourse Village,BronxWorks Carolyn McLaughlin Community Center,1130 Grand Concourse,GrowNYC,Year Round,Thursdays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,204,16,18102,2024620042,2002833,40.83268,-73.918805,44,4121,POINT (-73.918805 40.83268)
292,Brooklyn,East New York (North),East New York Farms: Poppa & Momma Jones Historical Garden,"337 Van Siclen Ave, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,,,,40.671653,-73.889806,75,4211,POINT (-73.889806 40.671653)
293,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Tompkins Avenue & Myrtle Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,3989,
294,Manhattan,Tribeca-Civic Center,Tribeca Greenmarket,Greenwich St. & Duane St,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,101,1,,,,40.717424,-74.010793,1,3857,POINT (-74.010793 40.717424)
295,Queens,Astoria (Central),SE Corner of Crescent Street & 30 Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4189,
296,Manhattan,East Harlem (North),Rodale Pleasant Park Community Garden,"437 E 114th St, New York, NY 10029",Rodale Pleasant Park Community Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"To volunteer, email Flosparks0306@gmail.com. Not accepted: meat, bones, or dairy",,111,8,,,,40.7942659,-73.9344142,23,3920,POINT (-73.9344142 40.7942659)
297,Brooklyn,Sunset Park (Central),Sunset Park FSDO,7th Ave & 44th St,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,307,38,,,,40.646152,-74.002213,72,4041,POINT (-74.002213 40.646152)
298,Manhattan,Lower East Side,Corlears Hook Park,"397 FDR Dr, New York, NY 10002 (Southeast corner of Cherry Street and Jackson Street)",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,,,,40.712164,-73.980547,7,3864,POINT (-73.980547 40.712164)
299,Brooklyn,Bushwick (East),NE Corner of Knickerbocker Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4096,
300,Manhattan,East Harlem (South),NW Corner of E 106 Street & Park Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,23,3925,
301,Queens,Astoria (Central),SE Corner of 31st Ave & 29th St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,4184,
302,Brooklyn,Fort Greene,Fort Greene Greenmarket,Washington Park and Myrtle Ave,GrowNYC,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,302,35,31,,,40.69288,-73.97391,88,4020,POINT (-73.97391 40.69288)
303,Brooklyn,Bushwick (East),NW Corner of Bushwick Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,4093,
304,Staten Island,Westerleigh-Castleton Corners,NE Corner of Victory Blvd & Slosson Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,50,,,,,,120,4316,
305,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Christ Church Community Compost,326 Clinton Street,Volunteers at Christ Church,Year Round,Sundays & Wednesdays (Start Time: Sundays at 9 am; Wednesdays at 7 pm - End Time:  Sundays at 10 am; Wednesdays at 8 pm),"Not accepted: meat, bones, or dairy",www.christchurchcobblehill.net,306,39,67,3003240036,3003899,40.68596,-73.99701,76,4052,POINT (-73.99701 40.68596)
306,Manhattan,Hamilton Heights-Sugar Hill,Maggie's Garden,564 W 149th St,Maggie's Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",,109,7,233,1020800058,1000000,40.8285158,-73.9481163,30,3881,POINT (-73.9481163 40.8285158)
307,Manhattan,Morningside Heights,SE Corner of W 123 Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,3888,
308,Brooklyn,Bushwick (East),NE Corner of Bushwick Avenue & Himrod Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,4078,
